".underwritingdataclarity.clearfraud.clearfraudinquiry.thirtydaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.twentyfourhoursago",".underwritingdataclarity.clearfraud.clearfraudinquiry.oneminuteago",".underwritingdataclarity.clearfraud.clearfraudinquiry.onehourago",".underwritingdataclarity.clearfraud.clearfraudinquiry.ninetydaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.sevendaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.tenminutesago",".underwritingdataclarity.clearfraud.clearfraudinquiry.fifteendaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.threesixtyfivedaysago",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryonfilecurrentaddressconflict",".underwritingdataclarity.clearfraud.clearfraudindicator.totalnumberoffraudindicators",".underwritingdataclarity.clearfraud.clearfraudindicator.telephonenumberinconsistentwithaddress",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryageyoungerthanssnissuedate",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddresscautious",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddressnonresidential",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddresshighrisk",".underwritingdataclarity.clearfraud.clearfraudindicator.ssnreportedmorefrequentlyforanother",".underwritingdataclarity.clearfraud.clearfraudindicator.currentaddressreportedbytradeopenlt90days",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssninvalid",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssnissuedatecannotbeverified",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddresscautious",".underwritingdataclarity.clearfraud.clearfraudindicator.morethan3inquiriesinthelast30days",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddressnonresidential",".underwritingdataclarity.clearfraud.clearfraudindicator.creditestablishedpriortossnissuedate",".underwritingdataclarity.clearfraud.clearfraudindicator.driverlicenseformatinvalid",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssnrecordedasdeceased",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddresshighrisk",".underwritingdataclarity.clearfraud.clearfraudindicator.inquirycurrentaddressnotonfile",".underwritingdataclarity.clearfraud.clearfraudindicator.bestonfilessnissuedatecannotbeverified",".underwritingdataclarity.clearfraud.clearfraudindicator.highprobabilityssnbelongstoanother",".underwritingdataclarity.clearfraud.clearfraudindicator.maxnumberofssnswithanybankaccount",".underwritingdataclarity.clearfraud.clearfraudindicator.bestonfilessnrecordedasdeceased",".underwritingdataclarity.clearfraud.clearfraudindicator.currentaddressreportedbynewtradeonly",".underwritingdataclarity.clearfraud.clearfraudindicator.creditestablishedbeforeage18",".underwritingdataclarity.clearfraud.clearfraudindicator.telephonenumberinconsistentwithstate",".underwritingdataclarity.clearfraud.clearfraudindicator.driverlicenseinconsistentwithonfile",".underwritingdataclarity.clearfraud.clearfraudindicator.workphonepreviouslylistedascellphone",".underwritingdataclarity.clearfraud.clearfraudindicator.workphonepreviouslylistedashomephone",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamematch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressmatch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchtype",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamereasoncodedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchresult",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressreasoncodedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchtypedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.overallmatchresult",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonetype",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssndobreasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamereasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressreasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssndobmatch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.overallmatchreasoncode","clearfraudscore","underwritingid"
6,3,3,3,9,4,3,4,31,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,705,"58b5c05ce4b0b6fca6b4cffb"
9,9,3,8,9,9,3,9,9,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,781,"58b5c10ae4b0b6fca6b5e517"
12,11,3,3,31,12,3,12,31,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",12,549,"58b5c235e4b0b6fca6b8c9ff"
7,4,4,4,16,5,4,6,20,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,826,"58b5c2a4e4b0b6fca6b9d5a2"
3,3,3,3,4,3,3,3,21,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","","","","mismatch",3,736,"58b5c5f9e4b0b6fca6c0c2de"
4,4,4,4,6,4,4,4,6,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,693,"58b5c660e4b0b6fca6c207c4"
10,5,5,5,14,5,5,7,34,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,868,"58b5c752e4b0b6fca6c471f2"
24,21,1,21,37,21,1,21,48,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,124,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",2,669,"58b5c80ae4b0b6fca6c6016c"
3,3,3,3,3,3,3,3,7,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,624,"58b5c82fe4b0b6fca6c63dc8"
4,4,4,4,5,4,4,4,7,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","U","","unavailable","","(U) Unlisted","match","","","","","match",1,907,"58b5c850e4b0b6fca6c6c6d4"
3,3,3,3,10,3,3,3,10,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,691,"58b5c9fbe4b0b6fca6c9346e"
3,3,3,3,4,3,3,3,5,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,619,"58b5ca70e4b0b6fca6ca97a0"
3,3,1,3,3,3,1,3,9,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",12,704,"58b5cb18e4b0b6fca6cd156b"
3,3,3,3,3,3,3,3,5,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,734,"58b5cb6fe4b0b6fca6ce007e"
3,3,3,3,3,3,3,3,16,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,772,"58b5cc01e4b0b6fca6cf78cf"
9,3,3,3,12,4,3,9,12,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,721,"58b5cd16e4b0b6fca6d0fc68"
8,4,3,3,9,4,3,4,15,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,714,"58b5cd1de4b0b6fca6d1083e"
15,15,3,6,15,15,3,15,15,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,796,"58b5cd25e4b0b6fca6d13f4b"
3,3,3,3,4,3,3,3,6,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","invalid","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",21,783,"58b5cda3e4b0b6fca6d1b72d"
4,4,4,4,4,4,4,4,4,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,520,"58b5ceb6e4b0b6fca6d4791e"
3,3,3,3,3,3,3,3,13,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,636,"58b5ced3e4b0b6fca6d48597"
5,3,3,3,7,3,3,5,10,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,668,"58b5cfa1e4b0b6fca6d5d973"
7,7,3,3,7,7,3,7,7,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D01","","","partial",12,720,"58b5d3d7e4b0b6fca6e0120f"
3,3,3,3,3,3,3,3,6,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"partial","mismatch","M","(S03) SSN match to address only","unavailable","","(M) Mobile Phone","partial","","","S03","","match",36,754,"58b5d45ce4b0b6fca6e2dc9c"
3,3,3,3,3,3,3,3,4,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"partial","unavailable","U","(S07) SSN Match to last name only","unavailable","","(U) Unlisted","partial","","D03","S07","","partial",42,716,"58b5d4ebe4b0b6fca6e49d33"
3,3,3,3,23,3,3,3,23,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,634,"58b5d5b5e4b0b6fca6e76aa7"
2,2,1,2,2,2,1,2,2,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,741,"58b5d63ae4b0b6fca6e8c21b"
11,3,3,3,11,7,3,7,11,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,840,"58b5d662e4b0b6fca6e99aeb"
9,9,1,9,10,9,9,9,21,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,682,"58b5d6aee4b0b6fca6ea5a7d"
3,3,3,3,3,3,3,3,3,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","partial","U","","unavailable","(A8) Match to Last Name only","(U) Unlisted","partial","","","","A8","match",6,695,"58b5d6b5e4b0b6fca6ea8899"
7,6,1,6,10,6,3,6,18,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",2,666,"58b5d6e2e4b0b6fca6eba7ec"
4,3,3,3,4,3,3,3,31,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,657,"58b5d79ce4b0b6fca6ed7ae7"
4,4,3,4,6,4,3,4,20,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,591,"58b5d810e4b0b6fca6ee6f7c"
3,3,3,3,3,3,3,3,12,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,682,"58b5d931e4b0b6fca6f11906"
6,6,3,3,6,6,3,6,6,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,822,"58b5dbd9e4b0b6fca6f6d2ad"
3,3,3,3,3,3,3,3,12,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,857,"58b5dc82e4b0b6fca6f7c497"
3,3,3,3,10,3,3,3,13,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,721,"58b5dd9be4b0b6fca6f9d7f0"
3,3,3,3,3,3,3,3,3,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,711,"58b5ddfbe4b0b6fca6faf996"
5,5,5,5,7,5,5,5,7,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,738,"58b5de93e4b0b6fca6fc0236"
19,11,1,4,19,18,4,18,19,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,642,"58b5df52e4b0b6fca6fdde98"
7,4,4,4,21,4,4,6,61,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,662,"58b5e01ce4b0b6fca6ff6dce"
4,4,4,4,18,4,4,4,64,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,510,"58b5e0eee4b0b6fca7010d88"
3,3,3,3,3,3,3,3,3,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,,,"unavailable","mismatch","M","","unavailable","","(M) Mobile Phone","other","","","","","invalid",90,758,"58b5e119e4b0b6fca7016010"
12,4,3,4,12,4,4,12,12,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,,,"mismatch","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",62,659,"58b5e12fe4b0b6fca7019e0e"
3,3,3,3,8,3,3,3,10,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"partial","unavailable","M","(S03) SSN match to address only","unavailable","","(M) Mobile Phone","partial","","","S03","","match",41,551,"58b5e170e4b0b6fca7024c2f"
3,3,3,3,5,3,3,3,9,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,,,"mismatch","match","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",51,726,"58b5e22ce4b0b6fca704d77e"
3,3,3,3,4,3,3,3,7,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,615,"58b5e28be4b0b6fca705d614"
3,3,3,3,3,3,3,3,3,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,686,"58b5e2ace4b0b6fca7060d4d"
5,2,1,1,11,4,1,4,15,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",12,512,"58b5e354e4b0b6fca706f3e5"
5,5,3,5,5,5,3,5,5,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","U","","unavailable","","(U) Unlisted","partial","","D01","","","partial",2,869,"58b5e521e4b0b6fca70910c7"
3,3,3,3,3,3,3,3,5,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,749,"58b5e68ee4b0b6fca70ad0b7"
5,5,5,5,5,5,5,5,9,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,738,"58b5e755e4b0b6fca70bb1ed"
3,3,3,3,3,3,3,3,6,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D01","","","partial",2,783,"58b5e894e4b0b6fca70d8c40"
4,4,4,4,4,4,4,4,12,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,809,"58b5e89be4b0b6fca70d9087"
14,3,3,3,15,3,3,4,17,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,503,"58b5e995e4b0b6fca70eecef"
7,7,3,7,7,7,7,7,7,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,,,"match","match","","","mismatch","","","match","B","","","","match",1,926,"58b5e9eee4b0b6fca710dac0"
